Approx Duration (ms),Video Description (Original),Video Title (Original),Video Publish Timestamp
856000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset from: https://www.kaggle.com/awsaf49/brats20-dataset-training-validation

Dataset information:
Multimodal scans available as NIfTI files (.nii.gz) 

Four 'channels' of information – 4 different volumes of the same region
Native (T1) 
Post-contrast T1-weighted (T1CE)
T2-weighted (T2)
T2 Fluid Attenuated Inversion Recovery (FLAIR) volumes

All the imaging datasets have been segmented manually and were approved by experienced neuro-radiologists. 

Annotations (labels): 
Label 0: Unlabeled volume
Label 1: Necrotic and non-enhancing tumor core (NCR/NET)
Label 2: Peritumoral edema (ED)
Label 3: Missing (No pixels in all the volumes contain label 3)
Label 4: GD-enhancing tumor (ET)

Our approach:
Step 1: Get the data ready (Previous video)
Step 2: Define custom data generator (This video)
Step 3: Define the 3D U-net model
Step 4: Train and Predict",233 - Semantic Segmentation of BraTS2020 - Part 2 - Defining your custom data generator,2021-09-01T07:00:06+00:00
1841000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset from: https://www.kaggle.com/awsaf49/brats20-dataset-training-validation

Dataset information:
Multimodal scans available as NIfTI files (.nii.gz) 

Four 'channels' of information – 4 different volumes of the same region
Native (T1) 
Post-contrast T1-weighted (T1CE)
T2-weighted (T2)
T2 Fluid Attenuated Inversion Recovery (FLAIR) volumes

All the imaging datasets have been segmented manually and were approved by experienced neuro-radiologists. 

Annotations (labels): 
Label 0: Unlabeled volume
Label 1: Necrotic and non-enhancing tumor core (NCR/NET)
Label 2: Peritumoral edema (ED)
Label 3: Missing (No pixels in all the volumes contain label 3)
Label 4: GD-enhancing tumor (ET)

Our approach:
Step 1: Get the data ready
Step 2: Define custom data generator (Previous video)
Step 3: Define the 3D U-net model  (This video)
Step 4: Train and Predict  (This video)",234 - Semantic Segmentation of BraTS2020 - Part 3 - Training and Prediction,2021-09-08T07:00:19+00:00
1700000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

The video summarizes the concept of autoencoders and walks you though the code for using autoencoder to reconstruct a single image. It also walks you through the code for displaying feature responses of various layer in a deep learning model.",235 - Pre-training U-net using autoencoders - Part 1 - Autoencoders and visualizing features,2021-09-15T07:00:01+00:00
1951000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset from: https://www.epfl.ch/labs/cvlab/data/data-em/

The video walks you through the process of training an autoencoder model and using the encoder weights for U-net.",236 - Pre-training U-net using autoencoders - Part 2 - Generating encoder weights for U-net,2021-09-22T07:00:13+00:00
708000,"This video explains the process of loading images and masks in the right order (in python) for semantic segmentation . 

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",Python tips and tricks - 10: Loading images and masks in the right order for semantic segmentation,2021-06-03T09:00:10+00:00
1169000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

To install opencv, you need to first install a lot of dependencies on the RPi.

These are the ones I installed to get it working on my RPi 3B.

sudo apt-get update 
sudo apt-get upgrade (consider full upgrade if you haven't used your Pi in a while)
                      
sudo apt-get install build-essential cmake pkg-config
sudo apt-get install libjpeg-dev libtiff5-dev libjasper-dev libpng-dev
sudo apt-get install libavcodec-dev libavformat-dev libswscale-dev libv4l-dev
sudo apt-get install libxvidcore-dev libx264-dev
sudo apt-get install libfontconfig1-dev libcairo2-dev
sudo apt-get install libgdk-pixbuf2.0-dev libpango1.0-dev
sudo apt-get install libgtk2.0-dev libgtk-3-dev
sudo apt-get install libatlas-base-dev gfortran
sudo apt-get install libhdf5-dev libhdf5-serial-dev libhdf5-103
sudo apt-get install libqtgui4 libqtwebkit4 libqt4-test python3-pyqt5
sudo apt-get install python3-dev

Now you can install opencv....
pip install opencv-contrib-python

Now, you need to install tflite interpreter.

You do not need full tensorflow to just run the tflite interpreter.
The package tflite_runtime only contains the Interpreter class which is what we need.
It can be accessed by tflite_runtime.interpreter.Interpreter.
To install the tflite_runtime package, just download the Python wheel
that is suitable for the Python version running on your RPi.

Here is the download link for the wheel files based on the Python version:
https://github.com/google-coral/pycoral/releases/
for Python 3.5, download: tflite_runtime-2.5.0-cp35-cp35m-linux_armv7l.whl (This is what I used in my video)

for Python 3.7, download: tflite_runtime-2.5.0-cp37-cp37m-linux_armv7l.whl


Download face and eye models:
Go to these links, click on RAW and save as... otherwise you'd be saving html files of Github page. '
    https://github.com/Itseez/opencv/blob/master/data/haarcascades/haarcascade_frontalface_default.xml
    https://github.com/Itseez/opencv/blob/master/data/haarcascades/haarcascade_eye.xml","243 - Real time detection of facial emotion, age, and gender using TensorFlow Lite on RaspberryPi",2021-11-10T08:00:31+00:00
1841000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

First train a DL model and save it as h5. The convert to tflite. 
Dataset from: https://lhncbc.nlm.nih.gov/publication/pub9932

Binary problem: Question is: Is the cell in the image infected/parasited? 
If yes, probability is close to 1. 
If no, the probablility is close to 0. (uninfected)

This is because we added label 1 to parasited images. 
In summary, probability result close to 1 reflects infected (parasited) image 
and close to 0 reflects uninfected image",237 - What is Tensorflow Lite and how to convert keras model to tflite?,2021-09-29T07:00:05+00:00
1154000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Face and eye detection using opencv (Haar Cascade classificaion)

Download face and eye models:
Go to these links, click on RAW and save as... otherwise you'd be saving html files of Github page. '
    https://github.com/Itseez/opencv/blob/master/data/haarcascades/haarcascade_frontalface_default.xml
    https://github.com/Itseez/opencv/blob/master/data/haarcascades/haarcascade_eye.xml",238 - Real time face detection using opencv (and video feed from a webcam),2021-10-06T07:00:03+00:00
754000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Train a deep learning model on facial emotion detection
Dataset from: https://www.kaggle.com/msambare/fer2013

This trained model will be later used towards real time emotion detection on Windows and raspberry Pi.",239 - Deep Learning training for facial emotion detection,2021-10-13T07:00:11+00:00
637000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Train deep learning models to predict age and gender.
Dataset from here: https://susanqq.github.io/UTKFace/

This trained model will be later used towards real time emotion detection on Windows and raspberry Pi.",240 - Deep Learning training for age and gender detection,2021-10-20T07:00:13+00:00
709000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Live prediction of emotion, age, and gender using pre-trained models. 
Uses haar Cascades classifier to detect face. Then, uses pre-trained models for emotion, gender, and age to predict them from live video feed.","241 - Real time detection of facial emotion, age, and gender (using video feed from a webcam)",2021-10-27T07:00:11+00:00
1068000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Live prediction of emotion, age, and gender using pre-trained models. 
Uses haar Cascades classifier to detect face. Then it uses pre-trained models for emotion, gender, and age to predict them from live video feed. 

Prediction is done using tflite models. Note that tflite with optimization takes too long on Windows, so not even try.
Try it on edge devices, including RPi (next video).","242 - Real time detection of facial emotion, age, and gender using TensorFlow Lite (on Windows10)",2021-11-03T07:00:13+00:00
394000,Amazon link to the book: https://www.amazon.com/Automated-Machine-Learning-AutoKeras-accessible/dp/1800567642/ref=sr_1_2?dchild=1&keywords=autokeras&qid=1624553154&sr=8-2,My review of the 'Automated Machine Learning with AutoKeras' book,2021-06-25T18:59:56+00:00
601000,Career tips on 5 things to check before applying for your first machine learning job.,5 things to check before applying for your first machine learning job,2021-07-19T07:00:04+00:00
393000,A couple of career tips for those wanting to become a machine learning engineer.,"You want to be a machine learning engineer, now what?",2021-07-12T07:00:03+00:00
1104000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Embedding layer...
Maps each value in the input array to a vector of a defined size.​
The weights in this layer are learned during the training process.​
Initialization is performed (just like other keras layers).​

One-hot encoding is inefficient as most indices are zero. (e.g., Text with 1000 words means most of the elements are 0) ​
Integer encoding does not reflect the relationship between words. ​
Embedding allows for the representation of similar words with similar encoding.​
Values are learned (trainable).​",244 - What are embedding layers in keras?,2021-11-17T08:00:13+00:00
718000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",Tips Tricks 14 - EasyOCR for text detection in images (using python),2021-08-02T07:00:28+00:00
1225000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",245 - Advantages of keras functional API in defining complex models,2021-11-24T08:00:27+00:00
1068000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",246 - Training a keras model by enumerating epochs and batches,2021-12-01T08:00:09+00:00
2391000,"Conditional Generative Adversarial Network  cGAN

A GAN model generates a random image from the domain. 
The relationship between points in the latent space and the generated images is hard to map.
A GAN can be trained so that both the generator and the discriminator models are conditioned on the class label (or other modalities). 
As a result, the trained generator model can be used to generate images of a given type using the class label (or another condition).
GAN can be conditioned using other image modalities (image to image translation).
The conditioning is performed by feeding the class label into both the discriminator and generator as an additional input layer.

A few applications:
Image-to-Image Translation: Pix2Pix GAN
CycleGAN: Transform images from one set into images that could belong to another set. 
Super-resolution: Increase the resolution of images, adding detail where necessary to fill in blurry areas. 
Text-to-Image Synthesis: Take text as input and produce images as described by the text.",247 - Conditional GANs and their applications,2021-12-08T08:00:08+00:00
684000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Python tips and tricks - 13
How to plot keras models using plot_model on Windows10

We use the plot_model library:​
from tensorflow.keras.utils import plot_model​

Plot_model requires Pydot and graphviz libraries.​

To install Graphviz: ​
Download and install the latest version exe​
https://gitlab.com/graphviz/graphviz/-/releases ​

To check the installation,​
go to the command prompt and enter: dot -V​

Open Anaconda prompt for the ​desired environment ​

pip install pydot​
pip install graphviz​",Tips Tricks 13 - How to visualize keras models on windows10,2021-07-26T07:00:17+00:00
328000,"Week of 12-18 July 2021

Links to the content referenced in the video:
https://iterative-refinement.github.io/
https://arxiv.org/pdf/2104.07636.pdf
https://www.nature.com/articles/s41598-021-93889-z.pdf
https://www.nature.com/articles/s41467-021-23952-w.pdf
https://cdn.openai.com/papers/jukebox.pdf",What I am reading this week about Machine Learning and AI - 16 July 2021,2021-07-16T07:00:12+00:00
1796000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Conditional Generative Adversarial Network  cGAN

A GAN model generates a random image from the domain. 
The relationship between points in the latent space and the generated images is hard to map.
A GAN can be trained so that both the generator and the discriminator models are conditioned on the class label (or other modalities). 
As a result, the trained generator model can be used to generate images of a given type using the class label (or other condition).
GAN can be conditioned using other image modalities (image to image translation).
The conditioning is performed by feeding the class label into both the discriminator and generator as additional input layer.

A few applications:
Image-to-Image Translation: Pix2Pix GAN
CycleGAN: Transform images from one set into images that could belong to another set. 
Super-resolution: Increase the resolution of images, adding detail where necessary to fill in blurry areas. 
Text-to-Image Synthesis: Take text as input and produce images as described by the text.",249 - keras implementation of Conditional GAN (cifar10 data set),2021-12-22T08:00:07+00:00
1869000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",248 - keras implementation of GAN to generate cifar10 images,2021-12-15T08:00:08+00:00
1973000,"A review of the original publication. https://arxiv.org/abs/1611.07004

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

The discriminator in the Pix2Pix GAN is implemented as a PatchGAN.
PatchGAN discriminator tries to classify if each N×N patch in an image is real or fake. (as opposed to classifying an entire image)
This discriminator is run convolutionally across the image, averaging all responses to provide the final output.
The receptive field in a PatchGAN represents the relationship between one output activation to an area on the input image. 
A 70×70 PatchGAN will classify 70×70 patches of the input image as real or fake.",250 - Image to image translation using Pix2Pix GAN,2021-12-29T08:00:08+00:00
1368000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Data from: http://efrosgans.eecs.berkeley.edu/pix2pix/datasets/maps.tar.gz
Also find other datasets here: http://efrosgans.eecs.berkeley.edu/pix2pix/datasets/

Original pix2pix paper: https://arxiv.org/pdf/1611.07004.pdf
Github for the original paper: https://phillipi.github.io/pix2pix/",251 - Satellite image to maps translation using  pix2pix GAN,2022-01-05T08:00:05+00:00
1306000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset link: https://drive.google.com/file/d/1HWtBaSa-LTyAMgf2uaz1T9o1sTWDBajU/view
(Please read the Readme document in the dataset folder for more information. )",252 - Generating realistic looking scientific images using pix2pix GAN,2022-01-12T08:00:30+00:00
1552000,"(No code in this tutorial, please watch the next tutorial for keras implementation)
Original paper: https://arxiv.org/abs/1703.10593

The model uses instance normalization layer:
Normalize the activations of the previous layer at each step,
i.e. applies a transformation that maintains the mean activation
close to 0 and the activation standard deviation close to 1.
Standardizes values on each output feature map rather than across features in a batch. ​

Download instance normalization code from here: https://github.com/keras-team/keras-contrib/blob/master/keras_contrib/layers/normalization/instancenormalization.py
Or install keras_contrib using guidelines here: https://github.com/keras-team/keras-contrib",253 - Unpaired image to image translation​ using cycleGAN - An introduction,2022-01-19T08:00:08+00:00
2307000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Original CycleGAN paper: https://arxiv.org/abs/1703.10593

Dataset from https://people.eecs.berkeley.edu/~taesung_park/CycleGAN/datasets/",254 - Unpaired image to image translation​ using cycleGAN in keras,2022-01-26T08:00:00+00:00
1763000,"Single Image Super-Resolution Using SRGAN

Understanding the concept by walking through the original publication.​
Original paper: https://arxiv.org/pdf/1609.04802.pdf",255 - Single image super resolution​ using SRGAN,2022-02-02T08:00:14+00:00
1366000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Original paper: https://arxiv.org/pdf/1609.04802.pdf

Dataset from:
    http://press.liacs.nl/mirflickr/mirdownload.html
    
All images resized to 128x128 to represent HR and 32x32 to represent LR.",256 - Super resolution GAN (SRGAN) in keras,2022-02-09T08:00:00+00:00
388000,"Week of 12-18 July 2021

https://www.biorxiv.org/content/10.1101/2021.07.19.452964v1.full.pdf
https://arxiv.org/pdf/2103.10697.pdf
https://bair.berkeley.edu/blog/2021/07/22/spml/
https://arxiv.org/pdf/2105.00957.pdf
https://arxiv.org/pdf/2101.06307.pdf
https://jisrc.szabist.edu.pk/JISRC/Papers/JISR-021-10.pdf
https://www.journals.resaim.com/ijresm/article/view/1018/983
https://irjmets.com/rootaccess/forms/uploads/IRJMETS149474.pdf",What I am reading this week about Machine Learning and AI - 23 July 2021,2021-07-23T17:00:22+00:00
2339000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

UTKFace dataset (Used in this video): https://susanqq.github.io/UTKFace/

Haarcascade models, if interested in detecting faces and extracting them into new images.
https://github.com/opencv/opencv/tree/master/data/haarcascades
Celeb Dataset (Not used in the video): 
https://www.kaggle.com/jessicali9530/celeba-dataset

Description: 
Latent space is hard to interpret unless conditioned using many classes.​
But, the latent space can be exploited using generated images.​
Here is how...

- Generate 10s of images using random latent vectors.​
- Identify many images within each category of interest (e.g., smiling man, neutral man, etc. )​
- Average the latent vectors for each category to get the mean representation in the latent space (for that category).​
- Use these mean latent vectors to generate images with features of interest. ​
In summary, you can find the latent vectors for Smiling Man, neutral face man, and a baby with a neutral face and then generate a smiling babyface by:

    Smiling Man + Neutral Man - Neutral baby = Smiling Baby",257 - Exploring GAN latent space to generate images with desired features​,2022-02-16T08:00:13+00:00
1109000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Cross-entropy is a measure of the difference between two probability distributions.​",Tips Tricks 15 - Understanding Binary Cross-Entropy loss,2021-08-09T07:00:10+00:00
52000,"Coyote Hills Regional Park - San Francisco East Bay

https://www.ebparks.org/parks/coyote_hills/",🚴‍♀️ around the Coyote Hills Regional Park - San Francisco East Bay,2021-07-31T21:10:14+00:00
1008000,"Rough calculation to estimate the required memory (esp. GPU) to train a deep learning model. 

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",Tips Tricks 16 - How much memory to train a DL model on large images,2021-08-16T07:00:30+00:00
2465000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset:
https://www.kaggle.com/uciml/pima-indians-diabetes-database

A decorator in python allows us to add new functionality to an existing 
object (function or class) by not requiring us to modify the object's structure. 

Decorators allow us to wrap another function to extend the behavior of the wrapped function, without permanently modifying it. They are typically called before defining another function that we'd like to decorate.

Functions are first-class objects in python. This means they support 
the following operations. 

- Stored in a variable. 
- Passed as an argument to another function. 
- Defined inside another function.
- Returned from another function. 
- Store in data structures such as lists.

Decorators leverage this behavior of functions.",Tips Tricks 17 - All you need to know about decorators in python,2021-08-23T07:00:16+00:00
372000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset: https://www.kaggle.com/jessicali9530/celeba-dataset

Haarcascade models...
https://github.com/opencv/opencv/tree/master/data/haarcascades",Tips Tricks 18 - Extracting faces from images for deep learning training,2021-08-30T07:00:01+00:00
450000,"References from the video:
Sketch Your Own GAN: 
https://arxiv.org/pdf/2108.02774.pdf

LARGE: Latent-Based Regression through GAN Semantics: 
https://arxiv.org/pdf/2107.11186.pdf

PathML: A unified framework for whole-slide image analysis with deep learning:
https://www.medrxiv.org/content/10.1101/2021.07.07.21260138v1.full.pdf

SofGAN: A GAN Face Generator That Offers Greater Control
https://www.unite.ai/sofgan-a-gan-face-generator-that-offers-greater-control/

BOOK: Making It Personal: How To Profit From Personalization Without Invading Privacy
Author: Bruce Kasanoff 
Please search your local book store for this book.",What I am reading this week about Machine Learning and AI - 13 August 2021,2021-08-13T07:00:12+00:00
2132000,"Confused about paying for cloud-based systems versus purchasing your own workstation? Hopefully, this video can shed some light.",Tips Tricks 19 - colab vs colab pro vs purchasing your own system,2021-09-06T07:00:09+00:00
2058000,"Semi-supervised learning with generative adversarial networks. 

Semi-supervised refers to the training process where the model gets trained only on a few labeled images but the data set contains a lot more unlabeled images. This can be useful in situations where you have a humongous data set but only partially labeled. 

In regular GAN the discriminator is trained in an unsupervised manner, where it predicts whether the image is real or fake (binary classification). In SGAN, in addition to unsupervised, the discriminator gets trained in a supervised manner on class labels for real images (multiclass classification). 

In essence, the unsupervised mode trains the discriminator to learn features and the supervised mode trains on corresponding classes (labels). The GAN
can be trained using only a handful of labeled examples. 

In a standard GAN our focus is on training a generator that we want to use to generate fake images. In SGAN, our goal is to train the discriminator to be an excellent classifier using only a few labeled images. We can still use the generator to generate fake images but our focus is on the discriminator. 

Why do we want to follow this path is CNNs can easily classify images?
Apparently, this approach achieves better accuracy for limited labeled data compared to CNNs. 
(https://arxiv.org/abs/1606.01583)

Another useful resource: https://arxiv.org/pdf/1606.03498.pdf​",258 - Semi-supervised learning with GANs,2022-02-23T08:00:08+00:00
1753000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Semi-supervised learning with generative adversarial networks. 

Semi-supervised refers to the training process where the model gets trained only on a few labeled images but the data set contains a lot more unlabeled images. This can be useful in situations where you have a humongous data set but only partially labeled. 

In regular GAN the discriminator is trained in an unsupervised manner, where it predicts whether the image is real or fake (binary classification). In SGAN, in addition to unsupervised, the discriminator gets trained in a supervised manner on class labels for real images (multiclass classification). 

In essence, the unsupervised mode trains the discriminator to learn features and the supervised mode trains on corresponding classes (labels). The GAN
can be trained using only a handful of labeled examples. 

In a standard GAN our focus is on training a generator that we want to use to generate fake images. In SGAN, our goal is to train the discriminator to be an excellent classifier using only a few labeled images. We can still use the generator to generate fake images but our focus is on the discriminator. 

Why do we want to follow this path is CNNs can easily classify images?
Apparently, this approach achieves better accuracy for limited labeled data compared to CNNs. 
(https://arxiv.org/abs/1606.01583)

Another useful resource: https://arxiv.org/pdf/1606.03498.pdf​",259 - Semi-supervised learning with GANs - in keras,2022-03-02T08:00:25+00:00
2009000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Detecting anomaly images using AutoEncoders. 
(Sorting an entire image as either normal or anomaly)

Here, we use both the reconstruction error and also the kernel density estimation
based on the vectors in the latent space. We will consider the bottleneck layer output
from our autoencoder as the latent space. 

This code uses the malarial data set but it can be easily applied to 
any application. 

Data from: https://lhncbc.nlm.nih.gov/LHC-publications/pubs/MalariaDatasets.html",260 - Identifying anomaly images using convolutional autoencoders,2022-03-09T08:00:16+00:00
1585000,"Anomaly localization in images using the global average pooling layer.

Binary classification - Good vs. bad images (Uninfected vs parasiized)
This code uses the malarial data set but it can be easily applied to 
any application. 

Data from: https://lhncbc.nlm.nih.gov/LHC-publications/pubs/MalariaDatasets.html

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",262 - Localizing anomalies in images,2022-03-23T07:00:13+00:00
911000,"What is the Global Average Pooling (GAP layer) and how it can be used to summrize features in an image?

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",261 - What is global average pooling in deep learning?,2022-03-16T07:00:16+00:00
963000,"Object localization in an image by leveraging the global average pool layer. 

Imagenet classes can be obtained from here:
    https://gist.github.com/yrevar/942d3a0ac09ec9e5eb3a
    OR
    https://github.com/Waikato/wekaDeeplearning4j/blob/master/docs/user-guide/class-maps/IMAGENET.md

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",263 - Object localization in images​ using GAP layer,2022-03-30T07:00:08+00:00
1846000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Outlier detection using alibi-detect

Alibi Detect is an open source Python library focused on outlier, adversarial and drift detection. The package aims to cover both online and offline detectors for tabular data, text, images and time series. The outlier detection methods should allow the user to identify global, contextual, and collective outliers.

pip install alibi-detect

https://github.com/SeldonIO/alibi-detect
Documentation: https://docs.seldon.io/_/downloads/alibi-detect/en/v0.5.1/pdf/

We will be using VAE based outlier detection. Based on this paper:
https://arxiv.org/pdf/1312.6114.pdf
    
The Variational Auto-Encoder (VAE) outlier detector is first trained on a batch of unlabeled, but normal (inlier) data. Unsupervised training is desirable since labeled data is often scarce. The VAE detector tries to reconstruct the input it receives. If the input data cannot be reconstructed well, the reconstruction error is high and the data can be flagged as an outlier. The reconstruction error is either measured as the mean squared error (MSE) between the input and the reconstructed instance or as the probability that both the input and the reconstructed instance are generated by the same process.

Data set info: https://openaccess.thecvf.com/content_CVPR_2019/papers/Bergmann_MVTec_AD_--_A_Comprehensive_Real-World_Dataset_for_Unsupervised_Anomaly_CVPR_2019_paper.pdf
Data set link: https://www.mvtec.com/company/research/datasets/mvtec-ad",264 - Image outlier detection using alibi-detect,2022-04-06T07:00:11+00:00
2852000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

The input to the Vgg 16 model is 224x224x3 pixels images. 
The Kernel size is 3x3 and the pool size is 2x2 for all the layers.

If our image size is different, can we still use transfer learning?
The answer is YES.

Input image size does not matter as the weights are associated with the filter kernel size. This does not change based on the input image size, for convolutional layers. 

The number of channels does matter, as it affects the number of weights for the first convolutional layer. We can still use transfer learning by copying weights for the first channels from the original model and then filling the additional channel weights with the mean of existing weights along the channels.",Tips Tricks 20 - Understanding transfer learning for different size and channel inputs,2021-09-13T07:00:04+00:00
1860000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

What is a better approach when working with small training data for semantic segmentation? Is it deep learning such as U-net or is it feature extraction followed by machine learning classification (e.g., Random Forest, LGBM, XGBoost, SVM, etc.)?",265 - Feature engineering or deep learning (for semantic segmentation),2022-04-13T07:00:08+00:00
1724000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Demo using H&E normalization and H / E signal separation.
Here, we use openslide to read a whole slide image. 
We will then extract a lower reolution version of the image to normalize it and then to extract H and E signals separately. 

We will also perform the exact operation on the entire whole slide image by extracting tilee, processing them, and saving processed images separately. 

Please note that this code will not cover putting tiles back into a whole slide image (image pyramid). You can explore pyvips or similar package to put together tiles into an image pyramid. 

For an introduction to openslide, please watch video 266: 
    
For details about H&E normalization, please watch my video 122: https://youtu.be/yUrwEYgZUsA
    
Useful references:
A method for normalizing histology slides for quantitative analysis. M. Macenko et al., ISBI 2009
http://wwwx.cs.unc.edu/~mn/sites/default/files/macenko2009.pdf

Efficient nucleus detector in histopathology images. J.P. Vink et al., J Microscopy, 2013

Other useful references:
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5226799/
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0169875",267 - Processing whole slide images (as tiles),2022-04-27T07:00:12+00:00
2017000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

OpenSlide can read virtual slides in several formats:
Aperio (.svs, .tif)
Hamamatsu (.ndpi, .vms, .vmu)
Leica (.scn)
MIRAX (.mrxs)
Philips (.tiff)
Sakura (.svslide)
Trestle (.tif)
Ventana (.bif, .tif)
Generic tiled TIFF (.tif)

OpenSlide allows reading a small amount of image data at the resolution 
closest to a desired zoom level.

pip install openslide-python

then download the latest windows binaries
https://openslide.org/download/

Extract the contents to a place that you can locate later.

If you are getting the error: [WinError 126] The specified module could not be found

Open the lowlevel.py file located in:
    lib\site-packages\openslide
    
Add this at the top, after from __future__ import division, in the lowlevel.py
os.environ['PATH'] = ""path+to+binary"" + "";"" + os.environ['PATH']
path+to+binary is the path to your windows binaries that you just downloaded.

In my case, it looks like this.

import os
os.environ['PATH'] = ""C:/Users/Admin/anaconda3/envs/py37/lib/site-packages/openslide/openslide-win64-20171122/bin"" + "";"" + os.environ['PATH']

A few useful commands to locate the sitepackages directory

import sys
for p in sys.path:
    print(p)",266 - Openslide library for whole slide images,2022-04-20T07:00:16+00:00
10000,,"Web-deployed deep learning model, on Heroku.",2021-09-15T23:37:16+00:00
1750000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

This video explains the process of using Flask to deploy your scikit-learn (or other) trained model into a web application.",268 - How to deploy your trained machine learning model into a local web application?,2022-05-04T07:00:07+00:00
1541000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

This video demonstrates the process of deploying your trained machine learning model as a browser-based app on Heroku (www.heroku.com)",269 - How to deploy your trained machine learning model as a web app on Heroku?,2022-05-11T07:00:27+00:00
2428000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

This video demonstrates the process of deploying your trained deep learning model as a browser-based app on Heroku. It uses HAM10000 trained model to predict skin cancer type for the image supplied by the user. 

Some useful commands:
Please install Heroku CLI on your system.

To log in to your Heroku account from CLI:
heroku login -i​

To scale dynos for your app:
heroku ps:scale web=1 --app app_name",270 - How to deploy your trained machine learning model as a web app on Heroku (No Docker),2022-05-18T07:00:21+00:00
