Approx Duration (ms),Video Description (Original),Video Title (Original),Video Publish Timestamp
2536000,"Dockerizing makes your code portable enabling you to deploy it as an application in the cloud. While there are many cloud services (AWS, Azure, etc.) that can run Dockers none of them are designed for microscopy or image processing. In fact, none of them make it easy for you to connect your application with other existing applications shared by your peers. 

Apeer.com makes it easy for you to deploy your application in the cloud and customize end-to-end workflow by connecting various applications (modules). This tutorial explains the process of creating an application (module) from scratch using your Python code. No advanced coding knowledge is necessary but it helps to have some basic understanding of Python and Windows command prompt. 

If you do not have any coding knowledge then do not create a module but rather use existing modules on APEER. 

It is free to use for personal or non-profit purposes so please go ahead and check it out: www.apeer.com.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",84 - How to build a Docker (module) with your code and run it on APEER?,2019-12-20T18:21:01+00:00
1276000,"Autoencoders are artificial neural networks that can be trained to encode data (e.g. images) into a compressed representation and then trained to reconstruct the encoded data back to its original shape (& size). Autoencoders can be designed for various applications including, denoising, image colorization, and anomaly detection. This tutorial explains the basics of autoencoders and walks you through the process of building an autoencoder in Python to compress and reconstruct an input image.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",85b - An introduction to autoencoders - in Python,2020-01-13T12:00:02+00:00
835000,"Autoencoders are artificial neural networks that can be trained to encode data (e.g. images) into a compressed representation and then trained to reconstruct the encoded data back to its original shape (& size). 

Autoencoders can be designed for various applications including, denoising, image colorization, and anomaly detection. This tutorial provides and explanation of autoencoders and their uses.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",85a - What are Autoencoders and what are they used for?,2020-01-13T21:39:13+00:00
1165000,"Denoising or noise reduction in images is one of the many applications of autoencoders. This tutorial explains the process of building a denoising autoencoder in Python and testing it on images from the MNIST database.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",86 - Applications of Autoencoders - Denoising using MNIST dataset,2020-01-15T12:00:08+00:00
1188000,"Denoising or noise reduction in images is one of the many applications of autoencoders. This tutorial explains the process of building a denoising autoencoder in Python and testing it on your own images.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",87 - Applications of Autoencoders - Denoising using custom images,2020-01-17T11:00:11+00:00
1115000,"Autoencoders can be used for anomaly detection by setting limits on the reconstruction error. All 'good' data points fall within the acceptable error and any outliers are considered anomalies. This approach can be used for images or other forms of data. This video tutorial explains the process using a synthetic dataset stored in a csv file.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",88 - Applications of Autoencoders - Anomaly Detection,2020-01-20T11:00:09+00:00
1011000,"The term 'domain adaptation' can be interpreted many ways. In this video tutorial, the term refers to encoding an image into a different image. Autoencoders can be tricked by training on one set of images to decode a different set of images. For example, with enough training data and long enough training time, it is possible to artificially generate electron microscopy images using light microscopy input images.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",89 - Applications of Autoencoders - Domain Adaptation,2020-01-22T11:00:06+00:00
1251000,"Autoencoders can be tricked by training on one set of images to reconstruct a slightly different variation of those images. Using this technique, black and white images can be artificially colorized. This tutorial explains this process of image colorization using autoencoders in Python.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",90 - Application of Autoencoders - Image colorization,2020-01-24T11:00:02+00:00
1250000,"The accuracy of deep learning depends on many factors including the amount of training data and training time (# of epochs). Unfortunately, for many microscopy (and other) applications we do not have the luxury of large amount of labeled training data. Certain tricks can be applied to augment training data but it still isn't enough. Transfer learning can help partially address this situation. Transfer learning allows for adapting networks and models trained for certain specific applications to other applications. For example, feature extraction portion of a network that's designed to discriminate cats and dogs can be used towards discriminating healthy vs malarial cells. 

This tutorial provides an introduction to transfer learning.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",91 - Introduction to transfer learning,2020-01-27T11:00:04+00:00
1574000,"The accuracy of deep learning depends on many factors including the amount of training data and training time (# of epochs). Unfortunately, for many microscopy (and other) applications we do not have the luxury of large amount of labeled training data. Certain tricks can be applied to augment training data but it still isn't enough. Transfer learning can help partially address this situation. Transfer learning allows for adapting networks and models trained for certain specific applications to other applications. For example, feature extraction portion of a network that's designed to discriminate cats and dogs can be used towards discriminating healthy vs malarial cells. 

This tutorial explains the process of using transfer learning to design an autoencoder for image colorization.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",92 - Autoencoders using transfer learning - Image colorization,2020-01-29T11:00:11+00:00
1259000,"DUE TO POOR AUDIO QUALITY I UPLOADED THE VIDEO AGAIN. 
Find the updated video here: https://youtu.be/5V6Dg1-PuqA

Many people seem to think that deep learning is going to magically solve their image processing other data analysis challenges. This is not true, especially if you do not have the right labeled data. For example, you cannot create a usable deep learning model for image denoising unless you have 100s (1000s?) of noisy and corresponding clean images. You may get better results by using traditional filters such as non-local means or anisotropic diffusion or plain old gaussian filters. This video elaborates this topic using a few image processing examples.",93 - Do not waste your time with deep learning,2020-01-31T11:00:17+00:00
2602000,"Denoising is the first step any image processing engineer working with MRI images performs. While deep learning approaches for denoising sound promising, it still remains an actively researched application (for MRI images). Until someone publishes a deep learning trained model that works on all MRI images we have resort to traditional methods for denoising. In fact, traditional methods may turn out to be far more efficient and accurate compared to deep learning. This tutorial covers a few ways to denoise MRI images using heavily researched and validated approaches such as Gaussian smoothing, bilateral filtering, anisotropic diffusion, non-local means, and Block-matching and 3D filtering (BM3D) algorithms. 

Please find the code and test images on my Github page: https://github.com/bnsreenu/python_for_microscopists",94 - Denoising MRI images (also CT & microscopy images),2020-02-03T11:00:11+00:00
1259000,"Many people seem to think that deep learning is going to magically solve their image processing other data analysis challenges. This is not true, especially if you do not have the right labeled data. For example, you cannot create a usable deep learning model for image denoising unless you have 100s (1000s?) of noisy and corresponding clean images. You may get better results by using traditional filters such as non-local means or anisotropic diffusion or plain old gaussian filters. This video elaborates this topic using a few image processing examples.",93 - Do not waste your time with deep learning (updated),2020-01-31T21:22:11+00:00
1457000,"Most digital image processing tasks involve the convolution of a kernel with the image. This tutorial explains the basics of the convolution operation by using a couple of kernels as example. It also explains the implementation of colvolution in Python using 3 different approaches, opencv, scipy.signal and scipy.ndimage, respectively.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",95 - What is digital image filtering and image convolution?,2020-02-20T08:00:01+00:00
927000,"Noise is an unfortunate result of data acquisition and it comes in many forms and from many sources. For scientific images (e.g. microscope, MRI, and EBSD),Gaussian noise arises from electronic components including detectors and sensors. In addition, salt & pepper noise may also show up from analog to digital conversion errors. Therefore, image denoising is one of the primary preprocessing operations that a researcher performs before proceeding with extracting information out of these images.

This tutorial explains Gaussian denoising filter and walks you through the process of writing a couple of lines of code in Python to implement the filter.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",96 - What is Gaussian Denoising Filter?,2020-02-21T16:58:14+00:00
589000,"Noise is an unfortunate result of data acquisition and it comes in many forms and from many sources. For scientific images (e.g. microscope, MRI, and EBSD),Gaussian noise arises from electronic components including detectors and sensors. In addition, salt & pepper noise may also show up from analog to digital conversion errors. Therefore, image denoising is one of the primary preprocessing operations that a researcher performs before proceeding with extracting information out of these images.

This tutorial explains Median filter, it's implementation in Python and also demonstrates how it is effective at cleaning up salt and pepper noise.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",97 - What is median denoising filter?,2020-02-24T10:00:11+00:00
724000,"Noise is an unfortunate result of data acquisition and it comes in many forms and from many sources. For scientific images (e.g. microscope, MRI, and EBSD),Gaussian noise arises from electronic components including detectors and sensors. In addition, salt & pepper noise may also show up from analog to digital conversion errors. Therefore, image denoising is one of the primary preprocessing operations that a researcher performs before proceeding with extracting information out of these images.

This tutorial explains the basics of bilateral filter and its use in Python.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",98 - What is bilateral denoising filter?,2020-02-26T10:00:15+00:00
628000,"Noise is an unfortunate result of data acquisition and it comes in many forms and from many sources. For scientific images (e.g. microscope, MRI, and EBSD),Gaussian noise arises from electronic components including detectors and sensors. In addition, salt & pepper noise may also show up from analog to digital conversion errors. Therefore, image denoising is one of the primary preprocessing operations that a researcher performs before proceeding with extracting information out of these images.

This tutorial explains the non-local means (NLM) filter and its use in Python. NLM filter is especially recommended to denoise CT, uCT, and MRI images.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",99 - What is Non-local means (NLM) denoising filter?,2020-02-28T10:00:14+00:00
634000,"Noise is an unfortunate result of data acquisition and it comes in many forms and from many sources. For scientific images (e.g. microscope, MRI, and EBSD),Gaussian noise arises from electronic components including detectors and sensors. In addition, salt & pepper noise may also show up from analog to digital conversion errors. Therefore, image denoising is one of the primary preprocessing operations that a researcher performs before proceeding with extracting information out of these images.

This tutorial explains the total variation denoising filter and its use in Python.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",100 - What is total variation (TV) denoising filter?,2020-03-02T10:00:05+00:00
659000,"Noise is an unfortunate result of data acquisition and it comes in many forms and from many sources. For scientific images (e.g. microscope, MRI, and EBSD),Gaussian noise arises from electronic components including detectors and sensors. In addition, salt & pepper noise may also show up from analog to digital conversion errors. Therefore, image denoising is one of the primary preprocessing operations that a researcher performs before proceeding with extracting information out of these images.

This tutorial explains one of the latest traditional denoising algorithms, block matching and 3D filtering (BM3D). The implementation is based on the recent (2019) publication by Ymir Mäkinen et. al.: http://www.cs.tut.fi/~foi/papers/ICIP2019_Ymir.pdf

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",101 - What is block matching and 3D filtering (BM3D)?,2020-03-04T10:00:01+00:00
18000,,Swiss alps,
588000,"Unsharp mask, despite its name, is the most common image sharpening tool.  It is available in nearly every image processing software, from imageJ to Photoshop. This tutorial explains the workings of unsharp mask and demonstrates its use in Python. 

Git hub link for code: https://github.com/bnsreenu/python_for_microscopists",102 - What is unsharp mask?,2020-03-11T09:00:08+00:00
1373000,"Edge filters are often used in image processing to emphasize edges. There are many libraries in Python that offer a variety of edge filters. Most filters yield similar results and the choice of the filter depends on the application of interest. This video tutorial explains a few common edge filters including Roberts, Sobel, Prewitt, and Canny. 

Code available here: https://github.com/bnsreenu/python_for_microscopists",103 - Edge filters for image processing,2020-03-13T09:00:09+00:00
325000,"In microscopy, it is quite common to segment ridge like structures especially for researchers working with neurons or vessels. Scikit-image made it easy to detect these ridge-like structures using various filters available in their filters library. This tutorial explains the process of using these filters in Python.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",104 - Ridge Filters to detect tube like structures in images,2020-03-16T07:00:02+00:00
1594000,"Image processing filters can operate in spatial domain or frequency domain. High pass filter is an example filter that operates in the frequency domain. Fourier transform converts an image (or any signal) from spatial (or time) domain to frequency domain. 

This tutorial explains Fourier Transform by using minimal math.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",105 - What is Fourier Transform?,2020-03-18T07:00:31+00:00
910000,"Image processing filters can operate in spatial domain or frequency domain. High pass filter is an example filter that operates in the frequency domain. Fourier transform converts an image (or any signal) from spatial (or time) domain to frequency domain. 

This tutorial explains the use of Fourier transform filtering for image processing by creating a mask and blocking certain frequency signals.

The code from this video is available at: https://github.com/bnsreenu/python_for_microscopists",106 - Image filters using discrete Fourier transform (DFT),2020-03-20T07:00:12+00:00
