Approx Duration (ms),Video Description (Original),Video Title (Original),Video Publish Timestamp
488000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",174  - What is PCA and how to use it to speed up machine learning training,2020-11-12T08:00:10+00:00
942000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",175 - Speeding up ML training using PCA - Breast cancer data set example,2020-11-17T08:00:07+00:00
754000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",176 -- Speeding up ML training using PCA - Multiclass image classification example,2020-11-19T08:00:08+00:00
551000,Make a plan and learn the basics.,This is the proper way to get started with python,2020-10-23T07:00:04+00:00
1445000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Segmentation Models library info:
pip install segmentation-models

https://github.com/qubvel/segmentation_models
Recommended for colab execution
TensorFlow ==2.1.0
keras ==2.3.1


For this demo it is working on a local workstation...
Python 3.5
TensorFlow ==1.
keras ==2

Dataset link: https://www.epfl.ch/labs/cvlab/data/data-em/",177 - Semantic segmentation made easy (using segmentation models library),2020-11-24T08:00:04+00:00
1030000,"Data download links: 
https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv

https://raw.githubusercontent.com/CSSEGISandData/COVID-19/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",166b - Forecasting COVID-19 cases using LSTM networks,2020-11-03T08:00:01+00:00
1059000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",178 - An introduction to variational autoencoders (VAE),2020-11-26T08:00:05+00:00
2063000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",179 - Variational autoencoders using keras on MNIST data,2020-12-01T08:00:01+00:00
1613000,"LSTM encoder - decoder network for anomaly detection.
Just look at the reconstruction error (MAE) of the autoencoder, define a threshold value for the error and tag any data above the threshold as anomaly.

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",180 - LSTM Autoencoder for anomaly detection,2020-12-03T08:00:01+00:00
1360000,"For a dataset just search online for 'yahoo finance GE' or any other stock of your interest. Then select history and download csv for the dates you are interested. 

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",181 - Multivariate time series forecasting using LSTM,2020-12-08T08:00:18+00:00
1317000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",182 - How to batch process multiple images in python?,2020-12-10T08:00:04+00:00
443000,"Optical character recognition (OCR)

References:
https://keras-ocr.readthedocs.io/en/latest/
https://github.com/clovaai/CRAFT-pytorch

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",183 - OCR in python using keras-ocr,2020-12-15T08:00:13+00:00
971000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",184 - Scheduling learning rate in keras,2020-12-17T08:00:08+00:00
283000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",185 - Hyperparameter tuning using GridSearchCV,2020-12-22T08:00:06+00:00
329000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",186 - A note about parallelization during hyperparameter search using GridSearchCV,2020-12-24T08:00:11+00:00
934000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",187 - Hyperparameter tuning for learning rate and momentum,2020-12-29T08:00:28+00:00
782000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists","188 - Hyperparameter tuning for activation function, optimizer and weight initialization",2020-12-31T08:00:31+00:00
624000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists","189 - Hyperparameter tuning for dropout, # neurons, batch size, # epochs, and weight constraint",2021-01-05T08:00:02+00:00
758000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",190 - Finding the best model between Random Forest & SVM via hyperparameter tuning,2021-01-07T08:00:06+00:00
743000,"Comparing images using using SIFT/ORB key point descriptors and SSIM. 

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",191 - Measuring image similarity in python,2021-01-12T08:00:00+00:00
1224000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists",192 - Working with 3D and multi-dimensional images in python,2021-01-14T08:00:10+00:00
1262000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset used in the video: https://archive.ics.uci.edu/ml/datasets/breast+cancer+wisconsin+(diagnostic)

XGBoost documentation:
https://xgboost.readthedocs.io/en/latest/

Video by original author: https://youtu.be/ufHo8vbk6g4",193 - What is XGBoost and is it really better than Random Forest and Deep Learning?,2021-01-19T08:00:06+00:00
1962000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

The dataset used in this video can be downloaded from the link below. This dataset can be used to train and test machine learning algorithms designed for multiclass semantic segmentation. Please read the Readme document for more information. 

https://drive.google.com/file/d/1HWtBaSa-LTyAMgf2uaz1T9o1sTWDBajU/view?usp=sharing

XGBoost documentation:
https://xgboost.readthedocs.io/en/latest/

Video by original author: https://youtu.be/ufHo8vbk6g4",194 - Semantic segmentation using XGBoost and VGG16 imagenet as feature extractor,2021-01-21T08:00:04+00:00
1033000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

XGBoost documentation:
https://xgboost.readthedocs.io/en/latest/

Video by original author: https://youtu.be/ufHo8vbk6g4",195 - Image classification using XGBoost and VGG16 imagenet as feature extractor,2021-01-26T08:00:00+00:00
1145000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

XGBoost documentation:
https://xgboost.readthedocs.io/en/latest/

https://lightgbm.readthedocs.io/en/latest/
pip install lightgbm

Dataset:
https://archive.ics.uci.edu/ml/datasets/Breast+Cancer+Wisconsin+(Diagnostic)",196 - What is Light GBM and how does it compare against XGBoost?,2021-01-28T08:00:27+00:00
1565000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

The dataset used in this video can be downloaded from the link below. This dataset can be used to train and test machine learning algorithms designed for multiclass semantic segmentation. Please read the Readme document for more information. 

https://drive.google.com/file/d/1HWtBaSa-LTyAMgf2uaz1T9o1sTWDBajU/view?usp=sharing

Note: Annotate images at www.apeer.com to create labels. 

XGBoost documentation:
https://xgboost.readthedocs.io/en/latest/

https://lightgbm.readthedocs.io/en/latest/
pip install lightgbm",197 - Light GBM vs XGBoost for semantic image segmentation,2021-02-02T08:00:29+00:00
1010000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

https://pypi.org/project/Boruta/
pip install Boruta

XGBoost documentation:
https://xgboost.readthedocs.io/en/latest/

Dataset:
https://archive.ics.uci.edu/ml/datasets/Breast+Cancer+Wisconsin+(Diagnostic)",198 - Feature selection using Boruta in python,2021-02-04T08:00:06+00:00
705000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

https://en.wikipedia.org/wiki/Hough_transform

The origin is the top left corner of the original image. X and Y axis are 
horizontal and vertical edges respectively. The distance is the minimal 
algebraic distance from the origin to the detected line. The angle accuracy 
can be improved by decreasing the step size in the theta array.

https://scikit-image.org/docs/dev/auto_examples/edges/plot_line_hough_transform.html#sphx-glr-auto-examples-edges-plot-line-hough-transform-py

Image downloaded from: https://geometryhelp.net/wp-content/uploads/2019/04/intersecting-lines.jpg
Then inverted to dark background.",199 - Detecting straight lines using Hough transform in python,2021-02-09T08:00:01+00:00
1460000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

To install rasterio:
Download and install GDAL first
https://www.lfd.uci.edu/~gohlke/pythonlibs/#gdal
Since I have python 3.7 I downloaded: GDAL-3.1.4-cp37-cp37m-win_amd64.whl
cp37 stands for python3.7

Download and install rasterio
https://www.lfd.uci.edu/~gohlke/pythonlibs/#rasterio
Since I have python 3.7 I downloaded: rasterio-1.1.8-cp37-cp37m-win_amd64.whl
cp37 stands for python3.7

Images from: https://landsatonaws.com/L8/042/034/LC08_L1TP_042034_20180619_20180703_01_T1",201 - Working with geotiff files using rasterio in python (also quick demo of NDVI calculation),2021-02-16T08:00:10+00:00
1603000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset link:
https://www.kaggle.com/kmader/skin-cancer-mnist-ham10000
Data description: 
https://arxiv.org/ftp/arxiv/papers/1803/1803.10417.pdf

The 7 classes of skin cancer lesions included in this dataset are:
Melanocytic nevi (nv)
Melanoma (mel)
Benign keratosis-like lesions (bkl)
Basal cell carcinoma (bcc) 
Actinic keratoses (akiec)
Vascular lesions (vas)
Dermatofibroma (df)",202 - Two ways to read HAM10000 dataset into python for skin cancer lesion classification,2021-02-18T02:28:38+00:00
1722000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset link:
https://www.kaggle.com/kmader/skin-cancer-mnist-ham10000
Data description: 
https://arxiv.org/ftp/arxiv/papers/1803/1803.10417.pdf

The 7 classes of skin cancer lesions included in this dataset are:
Melanocytic nevi (nv)
Melanoma (mel)
Benign keratosis-like lesions (bkl)
Basal cell carcinoma (bcc) 
Actinic keratoses (akiec)
Vascular lesions (vas)
Dermatofibroma (df)",203 - Skin cancer lesion classification using the HAM10000 dataset,2021-02-23T08:00:16+00:00
1401000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Reference: 
https://scikit-image.org/docs/dev/auto_examples/features_detection/plot_glcm.html",200 - Image classification using gray-level co-occurrence matrix (GLCM) features and LGBM classifier,2021-02-11T08:00:00+00:00
1620000,"Do not apply a model trained on smaller images to directly segment large images -will not work!!! (Code shared to prove this point).

Divide images into patches of smaller sizes and then perform the prediction. 

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset info: Electron microscopy (EM) dataset from
https://www.epfl.ch/labs/cvlab/data/data-em/

To annotate images and generate labels, you can use APEER (for free):
www.apeer.com 

To install patchify: pip install patchify",206 - The right way to segment large images by applying a trained U-Net model on smaller patches,2021-03-04T08:00:05+00:00
1143000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

Dataset info: Electron microscopy (EM) dataset from
https://www.epfl.ch/labs/cvlab/data/data-em/

To annotate images and generate labels, you can use APEER (for free):
www.apeer.com",207 - Using IoU (Jaccard) as loss function to train U-Net for semantic segmentation,2021-03-09T08:00:02+00:00
1880000,"Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

The dataset used in this video can be downloaded from the link below. This dataset can be used to train and test machine learning algorithms designed for multiclass semantic segmentation. Please read the Readme document for more information. 

https://drive.google.com/file/d/1HWtBaSa-LTyAMgf2uaz1T9o1sTWDBajU/view?usp=sharing

To annotate images and generate labels, you can use APEER (for free):
www.apeer.com",208 - Multiclass semantic segmentation using U-Net,2021-03-11T08:00:08+00:00
988000,"Multiclass semantic segmentation using U-Net - prediction on large images
and 3D volumes (slice by slice)

Code generated in the video can be downloaded from here: 
https://github.com/bnsreenu/python_for_microscopists

The dataset used in this video can be downloaded from the link below. This dataset can be used to train and test machine learning algorithms designed for multiclass semantic segmentation. Please read the Readme document for more information. 

https://drive.google.com/file/d/1HWtBaSa-LTyAMgf2uaz1T9o1sTWDBajU/view?usp=sharing


To annotate images and generate labels, you can use APEER (for free):
www.apeer.com",209 - Multiclass semantic segmentation using U-Net: Large images and 3D volumes (slice by slice),2021-03-17T07:00:07+00:00
