video_id,approx_duration_(ms),video_description_(original),video_title_(original),video_publish_timestamp,publish_year,batch_source
fourth_batch_vid_0044,1125000,"Tuning deep learning hyperparameters using Gridsearch Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/302-Tuning%20deep%20learning%20hyperparameters/302-Tuning%20deep%20learning%20hyperparameters%E2%80%8B.py All other code: https://github.com/bnsreenu/python_for_microscopists The grid search provided by GridSearchCV exhaustively generates candidates from a grid of parameter values specified with the param_grid parameter. The GridSearchCV instance when “fitting” on a dataset, all the possible combinations of parameter values are evaluated, and the best combination is retained. cv parameter can be defined for the cross-validation splitting strategy. GridSearch is designed to work with models from sklearn. But, we can also use it to tune deep learning hyper parameters - at least for keras models. Wisconsin breast cancer example Dataset link: https://www.kaggle.com/datasets/uciml/breast-cancer-wisconsin-data",302 - Tuning deep learning hyperparameters​ using GridSearchCV,2023-04-12T07:00:28Z,2023,fourth_batch
fourth_batch_vid_0045,1129000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists Picking the best model and corresponding hyperparameters using cross validation inside a Gridsearch The grid search provided by GridSearchCV exhaustively generates candidates from a grid of parameter values specified with the param_grid parameter Example: param1 = {} param1['classifier__n_estimators'] = [10, 50, 100, 250] param1['classifier__max_depth'] = [5, 10, 20] param1['classifier__class_weight'] = [None, {0:1,1:5}, {0:1,1:10}, {0:1,1:25}] param1['classifier'] = [RandomForestClassifier(random_state=42)] The GridSearchCV instance when “fitting” on a dataset, all the possible combinations of parameter values are evaluated and the best combination is retained. cv parameter can be defined for the cross-validation splitting strategy. Wisconsin breast cancer example Dataset link: https://www.kaggle.com/datasets/uciml/breast-cancer-wisconsin-data",300 - Picking the best model and corresponding hyperparameters using Gridsearch,2023-03-15T07:00:11Z,2023,fourth_batch
fourth_batch_vid_0046,849000,"Tips and tricks 45 Code from this video is available at: https://github.com/bnsreenu/python_for_microscopists/tree/master/Tips_Tricks_45_white-balance_using_python The tutorial is about white balancing images using two different approaches: 1. Gray-world algorithm 2. White patch reference Gray-world assumes that average pixel value is neutral gray (128) because of good distribution of colors. So, we can estimate pixel color by looking at the average color. White patch is about picking a patch from the image that is supposed to be white and using it as reference to rescale each channel in the image.",White balancing your pictures using python,2022-12-23T08:00:23Z,2022,fourth_batch
fourth_batch_vid_0047,730000,Reinhard color transfer Based on the paper: https://www.cs.tau.ac.il/~turkel/imagepapers/ColorTransfer.pdf Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/tree/master/303%20-%20Reinhard%20color%20transformation%E2%80%8B All other code: https://github.com/bnsreenu/python_for_microscopists This approach is suitable for stain normalization of pathology images where the 'look and feel' of all images can be normalized to a template image. This can be a good preprocessing step for machine learning and deep learning of pathology images.,303 - Reinhard color transformation​,2023-06-07T07:00:11Z,2023,fourth_batch
fourth_batch_vid_0048,1244000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/tree/master/304%20-%20Augmentation%20of%20histology%20images%E2%80%8B All other code: https://github.com/bnsreenu/python_for_microscopists Random Stain Normalization and Augmentation (RandStainNA) is a hybrid framework designed to fuse stain normalization (SN) and stain augmentation (SA) to generate more realistic stain variations. It incorporates randomness to stain normalization by automatically sorting out a random virtual template from pre-estimated stain style distributions. More specifically, from the perception of SN’s viewpoint, stain styles ‘visible’ to the deep neural network are enriched in the training stage. Meanwhile, from the perception from the SA’s viewpoint, RandStainNA imposes a restriction on the distortion range and consequently, only a constrained practicable range is ‘visible’ to CNN. https://github.com/yiqings/RandStainNA https://arxiv.org/abs/2206.12694",304 - Augmentation of histology images​ to train stain-agnostic deep learning models,2023-06-21T07:00:15Z,2023,fourth_batch
fourth_batch_vid_0049,1804000,What is Cellpose algorithm for instance segmentation? and how to train your own Cellpose model? Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/305_What_is_Cellpose_algorithm_for_segmentation.ipynb All other code: https://github.com/bnsreenu/python_for_microscopists Useful links: https://cellpose.readthedocs.io/en/latest/ https://www.cellpose.org/ Data set used in this video can be downloaded from: https://www.kaggle.com/datasets/batuhanyil/electron-microscopy-particle-segmentation Cellpose GitHub: Code: https://github.com/mouseland/cellpose​ Original paper: https://www.biorxiv.org/content/10.1101/2020.02.02.931238v1.full.pdf​ Cellpose 2.0 paper: https://www.nature.com/articles/s41592-022-01663-4​ Cellpose is a generalist algorithm for cellular segmentation which can very precisely segment a wide range of image types out of-the-box and does not require model retraining or parameter adjustments. This video demonstrates the use of Cellpose in Google Colab on a custom data set.,305 - What is Cellpose algorithm for segmentation?,2023-07-26T07:00:22Z,2023,fourth_batch
fourth_batch_vid_0050,1695000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/tree/master/306%20-%20Content%20based%20image%20retrieval%E2%80%8B%20via%20feature%20extraction In this video, we will create a content-based image retrieval system which is basically an image-based search. We achieve this task by storing features from images into a database that we will search to retrieve images. Features can be generated many ways. In this tutorial I will extract custom features using a few digital image filters. I will also show feature extraction using pre-trained VGG16 and ResNet50 networks on Imagenet database. You will learn about the importance of features along the way. The features from this query image are compared against features from the indexed database and a match score gets reported. The match is performed using the cosine distance method. https://en.wikipedia.org/wiki/Cosine_similarity The top 3 matching image names are then printed on the screen.",306 - Content based image retrieval​ via feature extraction in python,2024-01-10T08:00:27Z,2024,fourth_batch
fourth_batch_vid_0051,18000,"In the video, the outcome of two simulations using the genetic algorithm is displayed. In one simulation, the background was set to yellow, resembling the color of the African savannah. In the other simulation, the background was set to green, representing the color of a leaf. It becomes evident that as the generations progress, the evolutionary process reaches an equilibrium, where the antelope and caterpillar assume colors that match their respective backgrounds. Be sure to keep an eye on my YouTube channel for some upcoming tutorials on this subject.",Camouflage simulation using the Genetic Algorithm,2023-02-02T19:01:29Z,2023,fourth_batch
fourth_batch_vid_0052,1121000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/tree/master/tips_tricks_46-Feature%20engineering%20vs%20feature%20learning All other code: https://github.com/bnsreenu/python_for_microscopists Feature engineering refers to the process of selecting and designing relevant features from raw data to improve the performance of machine learning algorithms. It involves domain expertise and creativity to identify informative features that capture the underlying patterns in the data. On the other hand, feature learning, also known as representation learning, is a technique that enables a machine learning model to automatically learn relevant features from raw data. It involves using neural networks to discover useful features that can be used for downstream tasks. This video tutorial demonstrates that with enough knowledge, features can be engineered from images using handcrafted algorithms. However, the tutorial also shows that pre-trained networks such as VGG16, which were trained on large datasets, can automatically learn rich features from images with no prior knowledge. This illustrates the power of feature learning, where pre-trained models can be leveraged to extract informative features, making it a more efficient and effective method than feature engineering. Related tutorials: https://youtu.be/9GzfUzJeyi0 https://youtu.be/IuoEiemAuIY https://youtu.be/5ct8Yqkiioo https://youtu.be/vgdFovAZUzM",Feature engineering vs Feature Learning (tips tricks 46 ),2023-02-18T08:00:26Z,2023,fourth_batch
fourth_batch_vid_0053,1013000,Segment your images in python without training using Segment Anything Model (SAM) by Meta AI Code from this video is available here: https://github.com/bnsreenu/python_for_microscopists/tree/master/307%20-%20Segment%20your%20images%20in%20python%20without%20training All other code: https://github.com/bnsreenu/python_for_microscopists Useful links: SAM demo page: https://segment-anything.com/demo Blog page: https://ai.facebook.com/blog/segment-anything-foundation-model-image-segmentation/ Github: https://github.com/facebookresearch/segment-anything Trained models: https://github.com/facebookresearch/segment-anything#model-checkpoints,307 - Segment your images in python without training using Segment Anything Model (SAM),2023-04-08T07:00:16Z,2023,fourth_batch
fourth_batch_vid_0054,1596000,"Video 308: An introduction to language models​, With a special focus on GPT​ Language models are the foundation of many natural language processing (NLP) tasks.​ They help machines understand and generate human language by predicting the likelihood of a sequence of words.​ Over the years, advances in algorithms and computational power have driven progress in language modeling, enabling breakthroughs in NLP applications. LSTM networks, introduced by Hochreiter and Schmidhuber in 1997, are a type of recurrent neural network (RNN) designed to handle long-term dependencies.​ Traditional RNNs struggled with the vanishing gradient problem, making it difficult to capture context over longer sequences.​ LSTMs addressed this issue with their unique gating mechanisms, which enabled them to retain information for more extended periods, paving the way for improved language modeling.​ (Watch my video on this topic: https://youtu.be/zyCpntcVKSo​) The transformer architecture, introduced by Vaswani et al. in 2017, revolutionized NLP by utilizing self-attention mechanisms and parallel processing.​ The Transformer model is based on the encoder-decoder architecture.​ Encoder: Processes input sequence, generating contextualized representations of each token.​ Decoder: Generates output sequence step by step, using encoder's output as context for informed predictions.​ Self-attention allows the model to weigh the importance of different words in a sequence, enabling better context understanding.​ Parallel processing overcomes the sequential processing limitations of RNNs, leading to faster training and improved performance on various NLP tasks.​ BERT (Bidirectional Encoder Representations from Transformers) is well-suited for tasks that require understanding the context of both preceding and following tokens. Some good applications for BERT include:​ Sentiment analysis​ Named entity recognition​ Question-answering systems​ Text classification​ Semantic role labeling​ GPT (Generative Pre-trained Transformer) is primarily designed for text generation tasks, and it is a unidirectional model, meaning it processes text in a left-to-right fashion. Some good applications for GPT include:​ Text completion​ Machine translation​ Summarization​ Chatbots and conversational AI​ Creative writing assistance​ GPT, developed by OpenAI, is a transformer-based model with a focus on decoding and adaptability.​ GPT models, particularly GPT-3, have demonstrated impressive capabilities in zero-shot and few-shot learning, where they can learn new tasks with minimal or no examples.​ While GPT excels at text generation and learning from examples without fine-tuning, it is important to consider its limitations, such as the size and computational requirements of the model, when evaluating its practical applications.​",308 - An introduction to language models with focus on GPT,2023-04-19T07:00:03Z,2023,fourth_batch
fourth_batch_vid_0055,1368000,309 - Training your own Chatbot using GPT​ Code from this video is available on my GitHub page: https://github.com/bnsreenu/python_for_microscopists Direct link to the code: https://github.com/bnsreenu/python_for_microscopists/blob/master/309_Training_your_own_Chatbot_using_GPT%E2%80%8B.ipynb This video tutorial explains how to implement a chatbot using the GPT-2 language model from Hugging Face's Transformers library. https://huggingface.co/transformers/v2.2.0/pretrained_models.html​,309 - Training your own Chatbot using GPT​,2023-04-26T07:00:04Z,2023,fourth_batch
fourth_batch_vid_0056,1936000,"310 - Understanding sub word tokenization used for NLP Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/tree/master/310-Understanding%20sub-word%20tokenization%20used%20for%20NLP All other code: https://github.com/bnsreenu/python_for_microscopists Subword tokenization algorithm's philosophy is…​ - frequently used words should not be split into smaller sub-words ​ - rare words should be divided into meaningful sub-words. ​ Example: DigitalSreeni is not a real word and a rare word (unless I get super famous). It may be divided as:​ Digital (common word)​ Sr​ E​ E​ Ni (Common sub-word – Nice, Nickel, Nimble, etc.)​ Advantages of sub-word tokenization:​ Not very large vocabulary sizes while maintaining the ability to provide context-independent representations.​ Handle rare and out-of-vocabulary words by breaking them into known sub-word units.​ Byte Pair Encoding (BPE) reference: ​https://arxiv.org/abs/1508.07909 ​BPE Starts with pre-tokenizer that splits the training data into words. Pre-tokenization can be just space tokenization where words separated by space are represented by individual tokens (e.g., GPT-2). ​ Using pre-tokenized tokens, it learns merge rules to form a new word (token) from two tokens of the base vocabulary. ​ This process is iterated until the vocabulary has attained the desired vocabulary size, set by the user (hyperparameter). ​ Both ByteLevelBPETokenizer and SentencePieceBPETokenizer are tokenizers used for subword tokenization, but they use different algorithms to learn the vocabulary and perform tokenization. ByteLevelBPETokenizer is a tokenizer from the Hugging Face tokenizers library that learns byte-level BPE (Byte Pair Encoding) subwords. It starts by splitting each input text into bytes, and then learns a vocabulary of byte-level subwords. using the BPE algorithm. This tokenizer is particularly useful for languages with non-Latin scripts, where a character-level tokenizer may not work well. On the other hand, SentencePieceBPETokenizer is a tokenizer from the SentencePiece library that learns subwords using a unigram language model. It first tokenizes the input text into sentences, and then trains a unigram language model on the resulting sentence corpus to learn a vocabulary of subwords. This tokenizer can handle a wide range of languages and text types, and can learn both character-level and word-level subwords. In terms of usage, both tokenizers are initialized and trained in a similar way.",310 - Understanding sub word tokenization used for NLP,2023-05-03T07:00:24Z,2023,fourth_batch
fourth_batch_vid_0057,891000,311 - Fine tuning GPT2 using custom documents​ Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/311_fine_tuning_GPT2.ipynb All other code: https://github.com/bnsreenu/python_for_microscopists This tutorial explains the simple process of fine-tuning GPT2 using your own documents. It also demonstrates the advantages of structuring your training data as Q & A rather than long text.,311 - Fine tuning GPT2 using custom documents​,2023-05-10T07:00:17Z,2023,fourth_batch
fourth_batch_vid_0058,787000,"Genetic Algorithms (GA) are a type of evolutionary algorithm inspired by the process of natural selection in biological evolution.​ They can be used to solve optimization problems, including finding the optimal values for various parameters.​ GAs involve creating a population of candidate solutions, which are then evolved through the application of selection, crossover, and mutation operators.​ The fittest individuals from each generation are selected to create the next generation, creating a process of natural selection over multiple generations.​ GAs involve the application of selection, crossover, and mutation operators to create the next generation of individuals.​ The selection operator involves selecting the fittest individuals from the current generation to create the next generation.​ The crossover operator involves combining the genetic material of two individuals to create a new individual.​ The mutation operator involves randomly changing the genetic material of an individual to introduce new variations in the population.​ ​GAs have been successfully applied to various optimization problems, including finding the optimal values for various parameters in machine learning models.​ They have also been used for feature selection, where the algorithm selects the best set of features for a particular task.​ Other applications of GAs include optimization of engineering designs, scheduling problems, and financial forecasting.​ ​ ​",312 - What are genetic algorithms?,2024-01-24T08:00:23Z,2024,fourth_batch
fourth_batch_vid_0059,1088000,"Genetic algorithms simulate evolution and natural selection to produce adaptive traits.​ Camouflage is a common adaptation that helps animals blend into their environment and avoid predators.​ Insects can be represented as a string of genes that code for specific visual features such as color, shape, and texture.​ A fitness score is used to evaluate an individual's ability to blend in with their environment.​ Individuals with higher fitness scores are selected for reproduction, passing on their genes to the next generation.​ Over time, the population evolves and becomes better adapted to their environment, producing offspring that are increasingly difficult to detect by predators.​ Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/313_GeneticAlgorithm_Camouflage.ipynb",313 - Using genetic algorithms to simulate ​evolution,2024-02-07T08:00:35Z,2024,fourth_batch
fourth_batch_vid_0060,1219000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/314_How_to_code_the_genetic_algorithm_in_python.ipynb The genetic algorithm is a stochastic method for function optimization inspired by the process of natural evolution - select parents to create children using the crossover and mutation processes. The code is an implementation of the genetic algorithm for optimization. The algorithm is used to find the minimum value of a two-dimensional inverted Gaussian function centered at (7,9). The algorithm consists of the following steps: Initialize a population of binary bitstrings with random values. Decode the binary bitstrings into numerical values, and evaluate the fitness (the objective function) for each individual in the population. Select the best individuals from the population using tournament selection based on the fitness scores. Create new offsprings from the selected individuals using the crossover operation. Apply the mutation operation on the offsprings to maintain diversity in the population. Repeat steps 2 to 5 until a stopping criterion is met. The implementation includes functions for decoding, selection, crossover, and mutation.",314 - How to code the genetic algorithm in python?,2024-02-21T08:00:12Z,2024,fourth_batch
fourth_batch_vid_0061,1416000,Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/315_Optimization_using_Genetic_Algorithm_Heart_disease.ipynb The genetic algorithm is a stochastic method for function optimization inspired by the process of natural evolution - select parents to create children using the crossover and mutation processes.​ Coding it in python: The algorithm consists of the following key steps:​ Initialize a population of binary bitstrings with random values.​ Decode the binary bitstrings into numerical values and evaluate the fitness (the objective function) for each individual in the population.​ Select the best individuals from the population using tournament selection based on the fitness scores.​ Create new offsprings from the selected individuals using the crossover operation.​ Apply the mutation operation on the offsprings to maintain diversity in the population.​ Repeat steps 2 to 5 until a stopping criterion is met.​ ​,315 - Optimization using Genetic Algorithm,2024-03-06T08:00:20Z,2024,fourth_batch
fourth_batch_vid_0062,989000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/316_Optimizing_Steel_Strength_using_Metaheuristic_algo.ipynb In this example, we will work with the steel alloy data set.​ Download from here: https://www.kaggle.com/datasets/fuarresvij/steel-test-data​ The data set contains the elemental composition of different alloys and their respective yield and tensile strengths. ​ A machine learning model can be trained on this data, allowing us to predict the strength of an alloy based on its chemical composition. ​ But, for this exercise, let us try to find the optimized alloy composition with the best yield strength.​ Let us explore metaheuristic approaches, especially the genetic algorithm and the differential evolution algorithm.​ Note: Differential evolution (DE) is quite similar to the genetic algorithm (GA) with a few differences. DE relies on the distance and directional information through unit vectors for reproduction. Also, in DE, the crossover is applied after mutation unlike GA. In addition, the mutation operator is not created from a probability distribution, but from the creation of the unit vector.​","316 - Optimizing Steel Strength using Metaheuristic algorithms (e.g., Genetic)",2024-03-20T07:00:31Z,2024,fourth_batch
fourth_batch_vid_0063,866000,"Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/317_HyperParameter_Optimization_using_Genetic_algo.ipynb In this example, we will use the same dataset (steel alloy strength) from the previous tutorial to fit and tune Random Forest Regressor.​ The dataset can be downloaded from here: https://www.kaggle.com/datasets/fuarresvij/steel-test-data​ The data set contains the elemental composition of different alloys and their respective yield and tensile strengths. ​ A machine learning model can be trained on this data, allowing us to predict the strength of an alloy based on its chemical composition.​",317 - HyperParameter Optimization using Genetic algorithms,2024-04-03T07:00:02Z,2024,fourth_batch
fourth_batch_vid_0064,59000,Tips and Tricks: 48 Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/tips_tricks_48_overlay_image_comparison.ipynb All other code: https://github.com/bnsreenu/python_for_microscopists Link to leafmap: https://leafmap.org/,Overlaying images for easy comparison (in python),2023-05-09T07:00:17Z,2023,fourth_batch
fourth_batch_vid_0065,2593000,323 - How to train a chatbot on your own documents? Using openAI and Langchain Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/tree/master/323-Train%20a%20chatbot%20on%20your%20own%20documents All other code: https://github.com/bnsreenu/python_for_microscopists,323 - How to train a chatbot on your own documents?,2023-05-17T07:00:10Z,2023,fourth_batch
fourth_batch_vid_0066,1043000,324 - Chat-based data analysis​ using openAI and pandasAI A very short introduction to pandasAI Dataset from: https://www.kaggle.com/datasets/vivovinco/nba-player-stats Link to code: https://github.com/bnsreenu/python_for_microscopists/tree/master/324-Chat-based%20data%20analysis%E2%80%8B-pandasAI pandasAI: https://github.com/gventuri/pandas-ai,324 - Chat-based data analysis​ using openAI and pandasAI,2023-05-24T07:00:09Z,2023,fourth_batch
fourth_batch_vid_0067,819000,"Metaheuristic algorithms are optimization techniques that use iterative search strategies to explore the solution space and find optimal or near-optimal solutions.​ They do not guarantee finding the global optimum, but instead aim to efficiently explore the search space and converge to a good solution. ​ These algorithms use heuristic rules to guide the search and modify the solutions over iterations to improve the fitness.​ Genetic algorithms, simulated annealing, and particle swarm optimization are three examples of metaheuristic algorithms that have been successfully applied in various optimization problems.​",318 - Introduction to Metaheuristic Algorithms​,2024-04-17T07:00:14Z,2024,fourth_batch
fourth_batch_vid_0068,857000,"319 - What is Simulated Annealing Optimization​? Code link: https://github.com/bnsreenu/python_for_microscopists/blob/master/319_what_is_simulated_annealing.ipynb Simulated annealing is inspired by the physical process of annealing, in which a material is gradually cooled to form a crystalline structure with a minimum energy state. ​ It works by iteratively adjusting the temperature of the system and accepting or rejecting candidate solutions based on a probabilistic function that depends on the current temperature and the change in the objective function value.​ At high temperatures, the algorithm accepts solutions with a worse fitness to explore the search space and avoid local optima. As the temperature decreases, the algorithm becomes more selective and converges to a better solution. ​ The cooling schedule determines the rate of temperature reduction and plays an important role in the algorithm's performance.​ Simulated annealing is well-suited for finding the global optimum in a large search space with many local optima, such as in combinatorial optimization and network design problems.​ Simulated annealing has been used for image registration, object tracking, and texture synthesis in microscopy images.​",319 - What is Simulated Annealing Optimization​?,2024-05-01T07:00:02Z,2024,fourth_batch
fourth_batch_vid_0069,652000,"320 - Understanding Simulated Annealing​ using steel optimization Code link: https://github.com/bnsreenu/python_for_microscopists/blob/master/320_Optimizing_Steel_Strength_using_simulated_annealing.ipynb Finding the best alloy with maximum yield strength using simulated annealing algorithm In this example, we will work with the steel alloy data set. Download from here: https://www.kaggle.com/datasets/fuarresvij/steel-test-data The data set contains the elemental composition of different alloys and their respective yield and tensile strengths. A machine learning model can be trained on this data, allowing us to predict the strength of an alloy based on its chemical composition. But, for this exercise, let us try to find the optimized alloy composition with the best yield strength. Let us explore simulated annealing algorithm for optimization.",320 - Understanding Simulated Annealing​ using steel optimization,2024-05-15T07:00:02Z,2024,fourth_batch
fourth_batch_vid_0070,583000,"Code link: https://github.com/bnsreenu/python_for_microscopists/blob/master/321_what_is_particle_swarm_optimization.ipynb Particle Swarm Optimization PSO is a swarm intelligence algorithm that is inspired by the behavior of social organisms such as flocks of birds or schools of fish. The algorithm creates a population of particles, each representing a candidate solution, that move through the search space based on their individual velocity and the collective influence of the best solutions found by the swarm. The algorithm updates the particles' positions and velocities based on the fitness of the current solution and the local and global best solutions found so far. It aims to balance exploration and exploitation by encouraging particles to explore new regions of the search space while also following promising solutions. PSO is suitable for solving nonlinear and dynamic optimization problems, such as in control systems, machine learning, and signal processing. PSO has been used for feature selection, image segmentation, and classification in microscopy images. For example, it has been used to optimize the parameters of texture descriptors for image segmentation, and to select the most discriminative features for cell classification.",321 - What is Particle Swarm Optimization PSO?,2024-05-29T07:00:11Z,2024,fourth_batch
fourth_batch_vid_0071,875000,"Code link: https://github.com/bnsreenu/python_for_microscopists/blob/master/322_Optimizing_Steel_Strength_using_PSO.ipynb Finding the best alloy with maximum yield strength using Particle Swarm Optimization In this example, we will work with the steel alloy data set. Download from here: https://www.kaggle.com/datasets/fuarresvij/steel-test-data The data set contains the elemental composition of different alloys and their respective yield and tensile strengths. A machine learning model can be trained on this data, allowing us to predict the strength of an alloy based on its chemical composition. But, for this exercise, let us try to find the optimized alloy composition with the best yield strength. Let us explore PSO: Particle Swarm Optimization PSO is a swarm intelligence algorithm that is inspired by the behavior of social organisms such as flocks of birds or schools of fish. The algorithm creates a population of particles, each representing a candidate solution, that move through the search space based on their individual velocity and the collective influence of the best solutions found by the swarm. The algorithm updates the particles' positions and velocities based on the fitness of the current solution and the local and global best solutions found so far. It aims to balance exploration and exploitation by encouraging particles to explore new regions of the search space while also following promising solutions. PSO is suitable for solving nonlinear and dynamic optimization problems, such as in control systems, machine learning, and signal processing. PSO has been used for feature selection, image segmentation, and classification in microscopy images. For example, it has been used to optimize the parameters of texture descriptors for image segmentation, and to select the most discriminative features for cell classification.",322 - PSO Using steel optimization,2024-06-12T07:00:19Z,2024,fourth_batch
fourth_batch_vid_0072,4170000,"325: Transcriptomics Unveiled – An In-Depth Exploration of Single Cell RNASeq Analysis using python Code generated in the video can be downloaded from here: https://github.com/bnsreenu/python_for_microscopists/blob/master/325_Transcriptomics_Unveiled.ipynb Dataset from: https://cell2location.cog.sanger.ac.uk/tutorial/mouse_brain_visium_wo_cloupe_data.zip Useful resources: mRNA-Seq whole-transcriptome analysis of a single cell: https://www.nature.com/articles/nmeth.1315 A practical guide to single-cell RNA-sequencing for biomedical research and clinical applications: https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-017-0467-4 An introduction to spatial transcriptomics for biomedical research: https://genomemedicine.biomedcentral.com/articles/10.1186/s13073-022-01075-1 Spatially resolved, highly multiplexed RNA profiling in single cells: https://www.science.org/doi/10.1126/science.aaa6090 Comparative analysis of MERFISH spatial transcriptomics with bulk and single-cell RNA sequencing: https://www.biorxiv.org/content/10.1101/2022.03.04.483068v1 Spatial omics technologies at multimodal and single cell/subcellular level: https://pubmed.ncbi.nlm.nih.gov/36514162/ Description: The DNA sequence is the same in almost all cells of a given type of organism (Genome). DNA sequence of an organism’s genome contains the instructions necessary for development, functioning and maintenance of that organism. For a specific organism (e.g., Mouse), the DNA sequence is generally consistent across different cells within that organism. Every cell in the mouse's body contains the same set of genes with the same DNA sequence. However, cells may have specific (combination of) genes turned on or off, making them perform their specific function – gene expression or gene regulation. Different cell types have specific gene expression profiles (e.g., genes involved in muscle contraction will be turned on in muscle cells and not in skin cells). Cellular diversity and cell-specific function is best assessed not at the DNA level, but at the protein level. However, there are no commercially available methods for quantifying the thousands of proteins within individual cells of our bodies. In 2009 the first description came for entire mRNA (~20,000 genes) from a single cell, known as the transcriptome – which opened doors to transcriptomics. Why study RNA? Studying RNA can provide insights into which genes are turned on (expressed) or off (not expressed) in a given cell as: - RNA molecules are synthesized from DNA templates. - analyzing RNA in a cell can provide information on which genes are actively being transcribed, hence expressed. RNA Sequencing allows researchers to determine the identity and abundance of different RNA molecules, including messenger RNA (mRNA) transcripts By comparing the RNA-seq data across different samples or conditions, researchers can identify which genes are upregulated (turned on) or downregulated (turned off) under specific circumstances. What is scRNA-seq? scRNA-seq permits comparison of the transcriptomes of individual cells to assess transcriptional similarities and differences within a population of cells and to identify rare cell populations that would otherwise go undetected in analyses of pooled cells. It can also help in tracing lineage and developmental relationships between heterogeneous, yet related, cellular states in scenarios such as embryonal development, cancer. Why spatial transcriptomics? Sc-RNA Seq is good but comes with a requirement of liberating viable cells from whole tissue without inducing stress, cell death, and/or cell aggregation. But in spatial transcriptomics methods, spatial information is preserved by studying intact tissue. Data processing: For all techniques, including Visium, Slide-seq, SeqFISH, MERFISH, and Drop-seq, the end result is a table that represents the gene expression profiles of individual cells. The table typically consists of rows representing individual cells or spatial locations within the tissue and columns representing genes. The values in the table correspond to the gene expression intensities or counts for each cell or location. Downstream analysis includes, quality control, dimensionality reduction, clustering, differential expression analysis, cell type identification, spatial analysis, and visualization. These analyses help extract biological insights and understand the cellular composition, heterogeneity, and spatial organization within the tissue.",325: Transcriptomics Unveiled – An In-Depth Exploration of Single Cell RNASeq Analysis using python,2023-05-27T07:00:09Z,2023,fourth_batch
fourth_batch_vid_0073,2604000,"326 - Cell type annotation for single-cell RNA-seq data Code from this video is available here: https://github.com/bnsreenu/python_for_microscopists/blob/master/326_Cell_type_annotation_for_single_cell_RNA_seq_data%E2%80%8B.ipynb Previous video: Transcriptomics Unveiled – An In-Depth Exploration of Single Cell RNASeq Analysis using python: https://youtu.be/IPePGXrSZHE GitHub link for the scsa library: https://github.com/bioinfo-ibms-pumc/SCSA Reference paper: Cao Y, Wang X and Peng G (2020) SCSA: A Cell Type Annotation Tool for Single-Cell RNA-seq Data. Front. Genet. 11:490. doi: https://doi.org/10.3389/fgene.2020.00490 https://www.frontiersin.org/articles/10.3389/fgene.2020.00490/full Description: scRNA-seq permits comparison of the transcriptomes of individual cells ​that helps to assess transcriptional similarities and differences within a population of cells​. It also helps in identifying rare cell populations that would otherwise go undetected in analyses of pooled cells​. There are many techniques for scRNA-seq including Visium, Slide-seq, SeqFISH, MERFISH, and Drop-seq. For all these techniques, the end result is a table that represents the gene expression profiles of individual cells.​ ​The table typically consists of rows representing individual cells or spatial locations within the tissue and columns representing genes. The values in the table correspond to the gene expression intensities or counts for each cell or location.​ Downstream analysis includes, quality control, dimensionality reduction, clustering, differential expression analysis, cell type identification, spatial analysis, and visualization. This video explains the process of cell type identification using the scsa library in python. Cell type annotation is the process of assigning or identifying the specific cell types or cell identities present in a biological sample, based on gene expression patterns. ​ The SCSA library allows for accurate cell type annotation by comparing scRNA-seq data to reference cell type profiles.​ It calculates specificity scores for each cell type, measuring the likelihood of a cell belonging to a specific cell type based on its gene expression profile.​ The library includes pre-built reference databases for various organisms, enabling cell type annotation in different biological contexts.​ Users can also create custom reference databases tailored to their specific experimental systems or incorporate external reference datasets.​ ​ ​",326 - Cell type annotation for single cell RNA seq data​,2023-06-03T07:00:09Z,2023,fourth_batch
